16 Apr 2026 16:17:56,144 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION : 126, Time : 33, Current connections count : 1
16 Apr 2026 16:17:56,300 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 1) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:56,328 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 0) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:56,335 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 1) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:56,845 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 0) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:56,847 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 1) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:56,870 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 0) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:56,918 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 1) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:56,946 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 0) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:56,959 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 1) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:56,980 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 0) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:56,995 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 1) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:57,000 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 0) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:57,003 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 1) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:57,006 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 0) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:57,011 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 1) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:57,112 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 0) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:57,187 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 1) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:57,206 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 0) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:57,212 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 1) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:57,216 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 0) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:57,236 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 1) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:57,253 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 0) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:57,255 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 1) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:57,258 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 0) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:57,265 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 1) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:57,277 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 0) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:57,279 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 1) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:57,286 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 0) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:57,289 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 1) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:57,290 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 0) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:57,293 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 1) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:57,305 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 0) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:57,311 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 1) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:57,312 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 0) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:57,316 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 1) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:57,336 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 0) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:57,355 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 1) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:57,586 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 0) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:57,685 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 1) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:57,686 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 0) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:17:57,689 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 1) CONNECTION : 126, Current connections count : 1
16 Apr 2026 16:19:48,883 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION : 80, Time : 49, Current connections count : 1
16 Apr 2026 16:19:48,939 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 1) CONNECTION : 80, Current connections count : 1
16 Apr 2026 16:19:49,224 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 0) CONNECTION : 80, Current connections count : 1
16 Apr 2026 16:19:49,235 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 1) CONNECTION : 80, Current connections count : 1
16 Apr 2026 16:19:49,553 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 0) CONNECTION : 80, Current connections count : 1
16 Apr 2026 16:19:50,130 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 1) CONNECTION : 80, Current connections count : 1
16 Apr 2026 16:19:50,132 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 0) CONNECTION : 80, Current connections count : 1
16 Apr 2026 16:19:50,150 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 1) CONNECTION : 80, Current connections count : 1
16 Apr 2026 16:19:50,154 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 0) CONNECTION : 80, Current connections count : 1
16 Apr 2026 16:19:53,881 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION : 81, Time : 48, Current connections count : 2
16 Apr 2026 16:19:53,927 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 1) CONNECTION : 81, Current connections count : 2
16 Apr 2026 16:19:53,928 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 0) CONNECTION : 81, Current connections count : 2
16 Apr 2026 16:19:53,937 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 1) CONNECTION : 81, Current connections count : 2
16 Apr 2026 16:19:53,938 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 0) CONNECTION : 81, Current connections count : 2
16 Apr 2026 16:19:53,957 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 1) CONNECTION : 81, Current connections count : 2
16 Apr 2026 16:19:54,135 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 0) CONNECTION : 81, Current connections count : 2
16 Apr 2026 16:19:54,147 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 1) CONNECTION : 81, Current connections count : 2
16 Apr 2026 16:19:54,266 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 0) CONNECTION : 81, Current connections count : 2
16 Apr 2026 16:19:54,274 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 1) CONNECTION : 81, Current connections count : 2
16 Apr 2026 16:20:13,142 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 0) CONNECTION : 81, Current connections count : 2
16 Apr 2026 16:20:13,335 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 1) CONNECTION : 81, Current connections count : 2
16 Apr 2026 16:20:22,256 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 2) CONNECTION : 80, Current connections count : 2
16 Apr 2026 16:20:22,263 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 1) CONNECTION : 80, Current connections count : 2
16 Apr 2026 16:20:23,386 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 2) CONNECTION : 80, Current connections count : 2
16 Apr 2026 16:20:23,391 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 1) CONNECTION : 80, Current connections count : 2
16 Apr 2026 16:20:23,455 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 2) CONNECTION : 80, Current connections count : 2
16 Apr 2026 16:20:23,458 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 1) CONNECTION : 80, Current connections count : 2
16 Apr 2026 16:20:23,459 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 2) CONNECTION : 80, Current connections count : 2
16 Apr 2026 16:20:23,473 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 1) CONNECTION : 80, Current connections count : 2
16 Apr 2026 16:20:23,613 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 2) CONNECTION : 80, Current connections count : 2
16 Apr 2026 16:20:23,628 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 1) CONNECTION : 80, Current connections count : 2
16 Apr 2026 16:20:23,631 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 2) CONNECTION : 80, Current connections count : 2
16 Apr 2026 16:20:23,636 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 1) CONNECTION : 80, Current connections count : 2
16 Apr 2026 16:20:23,677 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 2) CONNECTION : 80, Current connections count : 2
16 Apr 2026 16:20:23,684 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 1) CONNECTION : 80, Current connections count : 2
16 Apr 2026 16:20:23,688 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 2) CONNECTION : 80, Current connections count : 2
16 Apr 2026 16:20:23,693 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 1) CONNECTION : 80, Current connections count : 2
16 Apr 2026 16:20:23,698 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 2) CONNECTION : 80, Current connections count : 2
16 Apr 2026 16:20:23,706 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 1) CONNECTION : 80, Current connections count : 2
16 Apr 2026 16:20:23,710 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 2) CONNECTION : 80, Current connections count : 2
16 Apr 2026 16:20:23,714 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 1) CONNECTION : 80, Current connections count : 2
16 Apr 2026 16:20:23,715 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 2) CONNECTION : 80, Current connections count : 2
16 Apr 2026 16:20:23,723 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 1) CONNECTION : 80, Current connections count : 2
16 Apr 2026 16:20:23,763 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 2) CONNECTION : 80, Current connections count : 2
16 Apr 2026 16:20:23,772 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 1) CONNECTION : 80, Current connections count : 2
16 Apr 2026 16:20:23,800 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 2) CONNECTION : 80, Current connections count : 2
16 Apr 2026 16:20:23,803 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 1) CONNECTION : 80, Current connections count : 2
16 Apr 2026 16:20:23,824 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 2) CONNECTION : 80, Current connections count : 2
16 Apr 2026 16:20:23,827 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 1) CONNECTION : 80, Current connections count : 2
16 Apr 2026 16:20:23,848 system - system - system  INFO SQLConnectionLogger - CLOSE CONNECTION TO CACHE (size : 2) CONNECTION : 80, Current connections count : 2
16 Apr 2026 16:20:23,855 system - system - system  INFO SQLConnectionLogger - NEW CONNECTION FROM CACHE (size : 1) CONNECTION : 80, Current connections count : 2
